TICKER_ID,TICKER,TICKER_NAME                                                ,SECTOR_ID,SECTOR          ,INDUSTRY                                ,INDEX_ID,INDEX ,DESCRIPTION                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
24,MUV2  ,Munchener Ruckversicherungs-Gesellschaft Aktiengesellschaft,5,Financial       ,Property & Casualty Insurance           ,1,DAX   ,Munchener Ruckversicherungs-Gesellschaft Aktiengesellschaft engages in the insurance and reinsurance businesses. The company provides life and health reinsurance; as well as property and casualty reinsurance; which include liability; personal accident; motor; marine; aviation; space; fire; engineering; credit and bonding; and other classes of reinsurance products. It also offers primary insurance products comprising life; property and casualty; health; direct; and travel insurance under the ERGO; D.A.S.; DKV; ERGO Direkt; ERGO Hestia; almeda; and ERV brand names; as well as provides asset management services. The company serves private; commercial; and industrial customers through various sales channels; as well as through its branches and subsidiaries worldwide. MÃ¼nchener RÃ¼ckversicherungs-Gesellschaft Aktiengesellschaft was founded in 1880 and is based in Munich; Germany.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
25,RWE   ,RWE AG                                                     ,10,Utilities       ,Diversified Utilities                   ,1,DAX   ,RWE Aktiengesellschaft operates as an electricity and gas company. The company produces power from coal; gas; nuclear fuel; pumped storage; oil; biomass; wind; water; and lignite; produces gas; oil; and lignite; engages in the sale and distribution network operations; as well as water supply and gas midstream operations; sells electricity and gas to end-customers; engages in the supply; distribution; transmission; transit; and storage of gas; as well as marketing of electricity and trading of commodities; specializes in the production of electricity and heat from renewable sources; and is involved in the energy trading; as well as non-regulated gas activities; such as procurement; transport; and storage contracts. The company offers its products and services to private and commercial customers; industrial and corporate customers; and distributors in Germany; the Netherlands; Belgium; the United Kingdom; and central and south eastern Europe. It provides electricity to approximately 17 million customers and gas to approximately 8 million customers. The company was founded in 1898 and is headquartered in Essen; Germany.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
26,SAP   ,SAP SE                                                     ,7,Technology      ,Technical & System Software             ,1,DAX   ,SAP SE provides enterprise application software and software-related services worldwide. The companyâs products include SAP Business Suite software; which enables companies to enhance their business and information technology (IT) strategies with an integrated portfolio of business applications and solutions designed to work with other SAP and non-SAP software; SAP Rapid Deployment solutions that combine preconfigured software and predefined services with content; such as SAP practices; templates; tools; and business user enablement; solutions for small businesses and midsize companies; and solutions for sustainability. It also offers analytics solutions; including business intelligence; enterprise information management; enterprise performance management; and governance; risk; and compliance solutions. In addition; SAP SE provides mobile solutions; such as mobile apps; mobile apps platform; and mobile device management solutions; as well as cloud solutions for business-to-business (B2B) commerce and invoicing between trading partners; and business people and companies to solve problems; develop strategies; brainstorm; collect feedback; or drive decisions. Further; it offers database and technology solutions primarily in the areas of lifecycle management; master data management; and process orchestration. Additionally; the company provides custom development; support; professional; consulting; education; and mobile services; and industry and solution-focused services; business and IT transformation; program and project management; and education and certification services. SAP SE sells its products to small businesses; midsize companies; and large enterprise subsidiaries through its subsidiaries and value-added resellers. The company; formerly known as SAP Aktiengesellschaft Systeme; Anwendungen; Produkte in der Datenverarbeitung; was founded in 1972 and is headquartered in Walldorf; the Federal Republic of Germany.                                               
27,SDF   ,K+S Aktiengesellschaft                                     ,1,Basic Materials ,Chemicals - Major Diversified           ,1,DAX   ,K+S Aktiengesellschaft; together with its subsidiaries; provides specialty fertilizers and salt products in Germany and internationally. It operates in three segments: Potash and Magnesium Products; Salt; and Complimentary Business. The Potash and Magnesium Products segment produces and markets potash fertilizers and fertilizer specialties for crops; such as cereals; corn; rice; and soy beans; and potassium and magnesium salts for the pharmaceutical; cosmetics; and food industries; as well as elements for the production of feed. The Salt segment is involved in the production and marketing of food grade salt; industrial salt; salt for chemical use; de-icing salt; and sodium chloride brine. The Complimentary Business segment engages in the underground disposal and reutilization of waste in potash and rock salt mines; recycling of salt slag and building material; and granulation of CATSAN. It is also involved in logistics and basic chemicals trading businesses. The company is headquartered in Kassel; Germany.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
28,SIE   ,Siemens AG                                                 ,2,Conglomerates   ,Conglomerates                           ,1,DAX   ,Siemens Aktiengesellschaft; an electronics and electrical engineering company; operates in the industry; energy; healthcare; and infrastructure and cities sectors worldwide. In the industry sector; the companyâs portfolio includes industry automation and drives products and services; and system integration and solutions for plant business. It offers various products; services; and solutions for the efficient use of resources and energy; and for productivity in industry and infrastructure areas. In the energy sector; the company offers products; services; and solutions for the generation and transmission of power; and for the extraction; conversion; and transport of oil and gas. In the healthcare sector; it develops; manufactures; and markets diagnostic and therapeutic systems; devices; and consumables; as well as information technology systems for clinical and administrative purposes. The company also provides technical maintenance; professional; consulting; and financing services in the healthcare sector. In the infrastructure and cities sector; it offers building and mobility solutions and services; and solutions in the area of power distribution; including smart grid applications. In addition; the company is involved in the commercial finance; treasury; financing and investment management; and project and export finance activities. Further; it offers insurance solutions; such as claims management; acts as a broker of company-financed insurances; owns and manages real estate portfolio; and offers services related to real estate development; real estate disposal and asset management; and lease and services management. Additionally; the company has equity investments in telecommunications infrastructure supply and household appliance companies; as well as in a company that provides open communications; network; and security solutions. Siemens Aktiengesellschaft was founded in 1847 and is headquartered in Munich; Germany.                                         
29,TKA   ,ThyssenKrupp AG                                            ,3,Industrial Goods,Diversified Machinery                   ,1,DAX   ,ThyssenKrupp AG operates as an integrated materials and technology company in Germany and internationally. The company operates in seven segments: Steel Europe; Steel Americas; Materials Services; Elevator Technology; Plant Technology; Components Technology; and Marine Systems. The Steel Europe segment engages in flat carbon steel activities in the European market. Its flat products are supplied to customers in the auto and packaging industry; and other steel-using sectors. The Steel Americas segment produces; processes; and markets steel products in North and South America. The Materials Services segment engages in the materials distribution and logistics businesses; and provision of technical services; as well as rolled steel; stainless steel; tubes and pipes; nonferrous metals; and plastics. This segment also offers services; such as processing and logistics; warehouse; inventory management; and supply chain management; as well as technical and infrastructure services in the areas of railway and construction equipment; industrial plants; and steel mills. The Elevator Technology segment is involved in the construction; modernization; and servicing of elevators; escalators; moving walks; stair and platform lifts; and passenger boarding bridges. The Plant Technology segment supplies chemical plants; refineries; and cement plants solutions for the mining and handling of raw materials and minerals; production systems; and assembly lines for the automotive industry. The Components Technology segment offers components for the automotive; construction; and engineering sectors; as well as for wind turbines. The Marine Systems segment supplies naval surface vessels; submarines; and premium-segment yachts. ThyssenKrupp AG was founded in 1999 and is headquartered in Essen; Germany.                                                                                                                                                                                                  
30,VOW3  ,Volkswagen AG                                              ,4,Consumer Goods  ,Auto Manufacturers - Major              ,1,DAX   ,Volkswagen Aktiengesellschaft; together with its subsidiaries; engages in the manufacture and sale of automobiles worldwide. The company operates in two divisions; Automotive and Financial Services. The Automotive division engages in the development of vehicles and engines; production and sale of passenger cars; commercial vehicles; trucks; and buses; manufacture of large-bore diesel engines for marine and stationary applications; turbochargers; turbomachinery; compressors; and chemical reactors; and production of vehicle transmissions; special gear units for wind turbines; slide bearings; and couplings; as well as testing systems for the mobility sector. Its product range extends from low-consumption small cars to luxury class vehicles; and commercial vehicle sector ranges from pick-ups to buses and heavy trucks. The Financial Services division offers dealer and customer financing; leasing; banking and insurance; and fleet management services. The company provides its products under the Volkswagen; Audi; SEAT; Å KODA; Bentley; Bugatti; Lamborghini; Volkswagen Commercial Vehicles; Scania; and MAN brand names; as well as services under the Volkswagen Financial Services brand name. It operates primarily in Europe; North America; South America; and the Asia-Pacific. The company has strategic alliances with Dr. Ing. h.c. F. Porsche AG; Daimler AG; and Chrysler Group. Volkswagen Aktiengesellschaft was founded in 1937 and is headquartered in Wolfsburg; Germany.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
32,ADV   ,ADVA OPTICAL NETWORKING SE                                 ,7,Technology      ,Computer Based Systems                  ,3,TecDAX,ADVA Optical Networking SE develops; manufactures; and sells optical and Ethernet-based networking solutions to telecommunications carriers and enterprises to deliver data; storage; voice; and video services. Its products include FSP (Fiber Service Platform) 3000; a scalable optical transport solution for high-bandwidth applications; RAYcontrol software; a multi-layer generalized multiprotocol label switching control plane that simplifies provisioning; monitoring; and control of network infrastructure; and Ethernet access solutions; such as FSP 150CC; FSP 150CM; FSP 150EG-X; and FSP 150SP to deliver carrier Ethernet services. The company's products also include FSP Service Manager that enables clients to track; manage; and support network from their desk; and FSP Network Manager; which enables multiple users across the entire network to access fault; configuration; inventory; security; and performance management for various network nodes. In addition; it provides networking solutions for various applications; including data center connectivity; business Ethernet; mobile and broadband backhaul; Agile core transport; and research and education; as well as offers various services for the network lifecycle comprising network design; deployment; and maintenance. The company offers its products for telecommunications service providers; private companies; universities; and government agencies worldwide. ADVA Optical Networking SE sells its product portfolio directly; as well as through an international network of distribution partners. The company was founded in 1994 and is headquartered in Munich; Germany.                                                                                                                                                                                                                                                                                                                                                                                  
33,AFX   ,CARL ZEISS MEDITEC AG                                      ,9,Healthcare      ,Medical Instruments & Supplies          ,3,TecDAX,Carl Zeiss Meditec AG operates as a medical technology company worldwide. The company provides various products and services in the fields of ophthalmology and optometry; neurosurgery; ear; nose; and throat; spine; plastic and reconstructive (P&R); dentistry; gynecology; and oncology. It offers various end-to-end solutions for the diagnosis and treatment of ophthalmic diseases and visualization solutions for microsurgery. The company's ophthalmic equipment and systems handle the diagnosis; progress monitoring; treatment; and follow-up treatment of ophthalmic syndromes comprising vision defects (refraction); cataract; glaucoma; and retinal disorders. It also provides ophthalmic implants consisting of intraocular lenses; and consumables. In addition; the company offers visualization solutions and surgical microscopes; which are primarily used as support equipment for the removal of tumors; as well as for the treatment of vascular diseases and functional disorders. Further; it provides intraoperative radiation therapy device to treat various tumors; colposcopes for gynecological applications; and visualization products; such as surgical microscopes and loupes for neuro; P&R; spine; and dental surgeries; as well as for ear; nose; and throat surgeries. Carl Zeiss Meditec AG serves physicians in various fields and hospitals through 40 distribution companies and 100 agencies. The company was founded in 2002 and is headquartered in Jena; Germany. Carl Zeiss Meditec AG is a subsidiary of Carl Zeiss AG.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
34,AIXA  ,AIXTRON SE                                                 ,7,Technology      ,Semiconductor Equipment & Materials     ,3,TecDAX,AIXTRON SE; together with its subsidiaries; engages in developing; producing; and installing deposition equipment for the semiconductor and compound-semiconductor industry. Its technology solutions are used to build components for electronic and opto-electronic applications that are used in displays; fiber optic communication systems; and optical and electronic storage devices; as well as in wireless and mobile telephony; computing; signaling; and lighting applications. The company also offers a range of peripheral equipment and services; as well as training; consulting; and support services. AIXTRON SE markets and sells its products through its direct sales organization; dealers; and sales representatives primarily in Asia; Europe; and the Americas. The company was founded in 1983 and is headquartered in Herzogenrath; Germany.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
35,BBZA  ,BB Biotech AG                                              ,5,Financial       ,Biotechnology                           ,3,TecDAX,BB BIOTECH AG is a holding company invests in companies that are principally engaged in the North American and European markets in the growth industry of biotechnology. In doing so; the company is one of the world's largest investors in this sector.The company focuses in particular on listed companies that are specialized on the development and marketing of new drugs. For the selection of holdings; BB BIOTECH relies on the expertise and fundamental analysis by physicians and molecular biologists.The Board has by its own account many years of scientific and industrial experience. The investment horizon is generally long-term oriented. BB BIOTECH is limited to a small group of core holdings that identify themselves by a positive profitability.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
36,BC8   ,BECHTLE AG                                                 ,7,Technology      ,Information Technology Services         ,3,TecDAX,Bechtle AG; through its subsidiaries; provides end-to-end manufacturer-independent information technology (IT) services and IT e-commerce services for its business customers. The company operates in two segments: IT System House and Managed Services; and IT e-commerce. The IT System House and Managed Services segment offers IT strategy consulting; hardware and software; project planning and implementation; system integration; IT; training; and IT operation services. This segment provides client management; server and storage; networking; virtualization; cloud computing; and IT security solutions; and installation; field; remote management; and onsite services. The IT e-commerce segment engages in Internet; catalogue; and phone-based trading activities under the Bechtle direct; ARP; Claxan; and Comsoft direct brand names. This segment provides a portfolio of 44;000 products; including hardware; software; peripherals; and accessories. It also offers software licenses comprising custom-tailored software products and solutions; and software asset management solutions. The company primarily serves medium-sized business customers; large enterprises; and public sector customers. It has operations in Germany; Austria; Belgium; the Czech Republic; France; Hungary; Ireland; Italy; the Netherlands; Poland; Portugal; Spain; Switzerland; Taiwan; and the United Kingdom. Bechtle AG was founded in 1983 and is headquartered in Neckarsulm; Germany.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
37,COK   ,CANCOM SE                                                  ,7,Technology      ,Information Technology Services         ,3,TecDAX,Cancom SE provides IT infrastructure and professional services in Germany and internationally. The company operates in two segments; E-commerce and IT Solutions. The E-commerce segment comprises business transacted via Internet; catalogue; telesales; and direct sales. The IT Solutions segment offers a range services relating to IT infrastructure and IT applications. Its services include IT strategy consulting; project planning and implementation; system integration; maintenance; and training; as well as various IT services; including integrated IT operation or running IT departments. The company provides its products and services to commercial end-users; including independent professionals; medium and large-sized companies; and public sector institutions. Cancom SE was founded in 1992 and is headquartered in Munich; Germany.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
38,COP   ,COMPUGROUP MEDICAL AG                                      ,7,Technology      ,Technical & System Software             ,3,TecDAX,CompuGroup Medical Aktiengeselschaft engages in the provision of eHealth solutions worldwide. The company operates in three segments: Health Provider Services I; Health Provider Services II; and Health Connectivity Services. The Health Provider Services I segment is involved in the development and sale of practice management software and electronic medical records for office-based physicians; dentists; medical care centers; and physician's networks; and integral clinical; administrative; and financial software applications for pharmacies and mail order pharmacies. The Health Provider Services II segment offers hospital; laboratory; and special care information systems for the laboratory; acute care; rehabilitation; and social markets. The Health Connectivity Services segment provides various software interfaces that offer information for health insurers; managed care companies; public sector organizations; and physicians to optimize the decision making. It also provides software interfaces that enable pharmaceutical and medical equipment manufacturers to offer information to physicians; and Internet and Intranet networking solutions for secure exchange of data to physicians; dentists; pharmacies; and hospitals. The company was formerly known as CompuGroup Holding Aktiengeselschaft and changed its name to CompuGroup Medical Aktiengeselschaft in June 2010. CompuGroup Medical Aktiengeselschaft was founded in 1979 and is headquartered in Koblenz; Germany.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
39,DLG   ,DIALOG SEMICONDUCTOR PLC                                   ,7,Technology      ,Semiconductor - Broad Line              ,3,TecDAX,Dialog Semiconductor Plc engages in the design; development; manufacture; and sale of mixed signal integrated circuits (ICs) for personal portable; short-range wireless; lighting; display; and automotive applications. The company provides ICs for personal portable applications; including smartphones; tablets; and Ultrabooks; as well as digital cordless phones and gaming applications. It offers integrated single chip solutions for power management applications; programmable high-performance LDOs; high-efficiency DC-DC voltage converters; intelligent battery charging circuits; software programmable LED drivers; sensor ADCs; USB interfaces; and integrated high performance; low power audio. The company also provides dedicated audio amplifiers and ultra low power audio CODECs; and system power management ICs; which feature fully integrated audio CODEC; HiFi stereo DAC; and drivers. In addition; it offers short range wireless ICs; which include radio transceiver ICs; monolithic DECT/DCT/CAT-iq processor ICs; cordless voice modules; and wireless audio modules; as well as wireless sensors; actuators; and base station devices that are used in cordless telephony and game controllers; integrated access devices; wireless sensor networks; and audio and headset as well as in home automation; control; and security. Further; the company provides driver technologies for low power display applications; including OLEDs; e-ink; MEMs; and 2D-3D video conversion; VoIP processors and VoIP development kit for applications in desktop phones; analogue terminal adapters; IP-DECT basestations; and WiFi handsets; Multi-Touch ICs; and custom SOCs/ASICs. It primarily serves portable device digital cordless; automotive; and industrial equipment manufacturers. Dialog Semiconductor Plc was founded in 1981 and is headquartered in Stuttgart; Germany.                                                                                                                                                       
40,DRI   ,DRILLISCH AKTIENGESELLSCHAFT                               ,7,Technology      ,Wireless Communications                 ,3,TecDAX,Drillisch Aktiengesellschaft operates as a wireless service provider and mobile virtual network operator (MVNO) in Germany. The company holds service provider licenses for the Telekom; Vodafone; E-Plus; and O2 networks. It offers mobile voice and data services. The company offers its products and services under various brand names; including simplytel; McSIM; maxim; helloMobil; smartmobil.de; Phonex.de; discotel; discoplus; discosurf; eteleon; fastSIM; winSIM; DeutschlandSIM; and m2m-mobil. As of March 31; 2013; the company served 1.531 million MVNO subscribers. It also offers workflow-management-software. Drillisch Aktiengesellschaft was founded in 1983 and is headquartered in Maintal; Germany.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
41,DRW3  ,DRAGERWERK AG & CO. KGAA                                   ,9,Healthcare      ,Medical Appliances & Equipment          ,3,TecDAX,Drägerwerk AG & Co. KGaA develops equipment and solutions in the fields of medical and safety technology. The company's Medical division develops; produces; and markets system solutions; equipment; and services for the acute point of care process chain; including emergency care; peroopertive care; critical care; and perinatal care. It offers products for therapy; monitoring information management; and process support; and ventilation; anesthetics; vital signs ongoing surveillance; and accessories and consumables; as well as provides system products; such as integrated IT solutions for the operating room and gas management systems. This division's product range covers anesthesia workstations; ventilation equipment for intensive and home care; emergency and mobile ventilation units; warming therapy equipment for infants; and patient monitoring equipment. The company's Safety division develops; produces; and markets safety products; system solutions; and services for personal protection; gas detection technology; and integrated hazard management to customers in industry; mining; and public sectors comprising fire departments; police; and disaster protection. Its product portfolio comprises stationary and mobile gas detection systems; personal protective equipment; professional diving systems; and alcohol and drug testing devices. This division also provides a range of training and services; as well as handles projects; such as fire training systems. The company serves customers in Germany and rest of Europe; the Americas; the Asia-Pacific; and internationally. Drägerwerk AG & Co. KGaA was founded in 1889 and is based in Lubeck; Germany.                                                                                                                                                                                                                                                                                                                                                
42,EVT   ,EVOTEC AG                                                  ,9,Healthcare      ,Drugs - Generic                         ,3,TecDAX,Evotec AG; together with its subsidiaries; provides drug discovery and development services for pharmaceutical and biotechnology companies worldwide. It offers a range of drug discovery solutions; including early-stage assay development and screening; compound management; fragment-based drug discovery; medicinal chemistry; in vivo pharmacology; in vitro ADMET; and an unparalleled chemical proteomics platform for various therapeutic areas; such as neuroscience; pain; and metabolic diseases; as well as oncology and inflammation. The company also engages in the development of various products; including EVT100 compound family for the treatment of diseases in the field of depression; EVT401; a P2X7 antagonist for the treatment of inflammatory diseases; EVT302; a MAO-B inhibitor for the Alzheimer's disease treatment; EVT201 for insomnia; and DiaPep277 for type I diabetes; as well as TRPV1 antagonist; a preclinical product for the indication of pain. The company has drug discovery alliances with various companies comprising Bayer Pharma AG; Boehringer Ingelheim Pharma GmbH & Co. KG; CHDI Foundation; Inc.; MedImmune; LLC/AstraZeneca PLC; Genentech; Inc.; Janssen Pharmaceuticals; Inc.; Ono Pharmaceutical Co.; Ltd.; UCB Pharma; Cubist; Novartis; Ono Pharmaceutical; Roche; and Vifor Pharma to focus in the areas of endometriosis; huntington and kidney diseases; pain; response prediction; anemia; CNS; and immunology. Evotec AG was founded in 1993 and is headquartered in Hamburg; Germany.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
43,FNTN  ,FREENET AG                                                 ,7,Technology      ,Wireless Communications                 ,3,TecDAX,freenet AG provides network-independent telecommunication services focusing on mobile communications/mobile Internet in Germany. It provides a portfolio of services and products; primarily in the area of mobile voice and data services. The company markets its network-independent postpaid; prepaid; and no-frills services under the mobilcom-debitel; klarmobil; freenetMobile; callmobile; and debitel-light brands. It also sells mobile communications devices and additional services in the field of mobile data communications; and operates an online portal; which offers content for mobile Internet. freenet AG sells its products through branded shops and sales points at retailers; electronics dealers; and superstores; as well as through online and direct-to-customer. As of December 31; 2012; it served 5.79 million contract customers; 5.58 million prepaid customers; and 2.71 million no-frills customers; and owned approximately 530 branded shops; and had approximately 6;000 additional sales points at retailers. The company was founded in 2007 and is headquartered in Budelsdorf; Germany.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
44,JEN   ,JENOPTIK AG                                                ,7,Technology      ,Diversified Electronics                 ,3,TecDAX,JENOPTIK Aktiengesellschaft engages in the optoelectronics business in Germany and internationally. It operates in five divisions: Lasers & Material Processing; Optical Systems; Industrial Metrology; Traffic Solutions; and Defense & Civil Systems. The Lasers & Material Processing division develops semiconductor materials; diode lasers; solid-state and fiber lasers; laser machines; and exhaust cleaning systems; as well as integrates these components or systems into laser machines for laser material processing. The Optical Systems division offers a portfolio of polymer optics; conventional optics; micro optics; optoelectronic systems; and digital imaging products; and develops and produces integrated optical modules and systems. The Industrial Metrology division operates as a manufacturer and system provider of high-precision; tactile; and nontactile production metrology. This division provides solutions for a range of measurement tasks; such as testing surfaces; form; and determining dimensional tolerances; and consulting; training; and services; including long-term maintenance contracts. The Traffic Solutions division develops; produces; and sells traffic solutions for speed enforcement; red light enforcement; section speed control; and traffic violation processing; and number plate recognition systems; as well as provides traffic services. This division also offers service; support; and training for traffic enforcement; develops installs; maintains; and services traffic safety devices; and provides computer-assisted processing of incident data. The Defense & Civil Systems division offers energy systems; optical sensor systems; stabilization systems; aviation subsystems; and radomes and composites. It serves defense technologies; civil aviation; transportation; and industrial and environmental engineering sectors. The company is headquartered in Jena; Germany.                                                                                                         
45,KBC   ,KONTRON AG                                                 ,7,Technology      ,Computer Based Systems                  ,3,TecDAX,Kontron AG develops and produces embedded computer systems primarily in North America; Europe; and Asia. It offers boards and mezzanines products; including 3U CompactPCI; 3U VME; 3U VPX; 6U CompactPCI; 6U VME; 6U VPX; AdvancedMC; AdvancedTCA; embedded motherboards; embedded single board computers (SBCs); PC/104 SBC and peripherals; PMC/XMC/FMC; server boards; and slot central processing unit (CPU)/backplane; as well as industrial I/O and communications; graphics; drive control; CompactPCI PMC carrier; Ethernet; and fieldbus modules. The company also provides computer-on-modules (COMs); which are integrated component SBCs that support system expansion and application-specific customization comprising COM Express; ETX; SMARC; custom carrier boards; and development tools and services; and human-machine interfaces and displays; such as panel PCs; micro clients; OmniClients; touch panels; and monitors. In addition; it offers systems and platforms; which include AdvancedTCA integrated platforms; avionics systems; communication rackmount servers; CompactPCI systems and platforms; embedded box PCs; embedded IPC ? ThinkIO; industrial PC ? Rackmount; machine-to-machine; MicroTCA integrated platforms; network platforms; rugged enclosures; rugged systems; VME systems and platforms; VPX systems and platforms; vehicle systems and platforms; digital signage OPS-compliant platforms; and application-ready cloud computing platform solutions. The company's products are used in medical equipment; telecommunications facilities; infotainment; transportation; energy; aerospace industry; safety/security features; and industrial control systems. It serves original equipment manufacturers; system integrators; and application providers. Kontron AG was founded in 1962 and is headquartered in Munich; Germany.                                                                                                                                                                                         
